time,ëO„¯çúãÿ
1,-0.001297255
2,-0.003701006
3,-0.005901629
4,0.001176892
5,-0.01439312
6,-0.02288357
7,0.004794257
8,0.01642388
9,0.02173317
10,0.02799678
11,0.03219128
12,0.01134604
13,-0.01365615
14,0.004226141
15,-0.01288045
16,-0.03709272
17,-0.06173164
18,-0.07714592
19,-0.05135682
20,0.0252223
21,0.09586249
22,0.1178617
23,0.08204882
24,-0.03633624
25,-0.07880175
26,-0.03116626
27,-0.001979075
28,-0.08723988
29,-0.1965446
30,-0.1634599
31,0.303577
32,0.5749885
33,0.1229188
34,-0.1673117
35,-0.2513728
36,-0.2025275
37,-0.09835295
38,-0.07609825
39,-0.01693079
40,0.0452352
41,0.2676557
42,0.1848592
43,-0.01623832
44,-0.05393188
45,-0.01729274
46,0.07569594
47,-0.01511961
48,-0.08089687
49,-0.178261
50,-0.1467559
51,-0.1470941
52,-0.1240014
53,0.2784882
54,0.3612524
55,0.04776064
56,-0.06746776
57,-0.01839554
58,-0.05250761
59,-0.1101191
60,-0.07358115
61,0.0845838
62,0.05512764
63,0.07774558
64,-0.02350515
65,-0.3371745
66,-0.09793673
67,0.08869135
68,-0.05741991
69,-0.1403879
70,0.02513113
71,0.2259222
72,0.02797966
73,0.06844214
74,0.3859719
75,0.3418947
76,0.1964966
77,0.0464294
78,-0.1481561
79,-0.1663707
80,-0.1697186
81,-0.1606266
82,-0.1009254
83,-0.0763592
84,-0.07797641
85,-0.05989679
86,-0.04576548
87,-0.1499183
88,-0.1575224
89,-0.02923883
90,0.09873573
91,0.001824163
92,0.0181753
93,0.2073502
94,0.1964004
95,0.1764171
96,-0.09625736
97,-0.2832223
98,-0.1923261
99,0.1516354
100,0.02047479
101,-0.3812631
102,-0.1266624
103,0.1594698
104,0.2944517
105,0.04664813
106,-0.2098384
107,0.3355099
108,0.5657669
109,0.07329491
110,-0.06849295
111,-0.1366837
112,-0.06095498
113,-0.01897287
114,-0.1698905
115,-0.2179763
116,-0.09312525
117,0.06030171
118,0.2234716
119,0.05903212
120,-0.2040346
121,-0.008450288
122,-0.04453824
123,-0.01304611
124,0.3346305
125,0.4823216
126,0.1289425
127,-0.159809
128,-0.2293907
129,-0.1670048
130,-0.1377826
131,-0.140991
132,-0.06333051
133,-0.0966822
134,-0.038043
135,-0.02237032
136,-0.00659373
137,-0.004551189
138,-0.002376521
139,0.009999335
140,0.005497294
141,0.01003387
142,0.004154291
143,0.01847704
144,0.01990147
145,0.006855096
146,-0.001271017
147,0.01793783
148,0.05798446
149,0.09892113
150,0.05825086
151,0.01714417
152,0.01776215
153,0.004184767
154,-0.002387704
155,-0.01048018
156,-0.0200405
157,-0.00580151
158,0.01106908
159,-0.000563316
160,-0.006788258
161,-0.004878448
162,-0.004656469
163,-0.000765937
164,-0.000286587
165,-0.001781614
166,-0.00805497
167,-0.004092021
168,-0.005798503
169,-0.003082316
170,-0.001881873
171,-0.01347201
172,-0.01040129
173,0.000385823
174,0.006397828
175,-0.002855034
176,-0.004115922
177,-0.002147162
178,-0.00138681
179,-0.003157656
180,-0.01197879
181,-0.004145585
182,0.001367881
183,-4.40E-07
184,-0.000929829
185,-0.002127768
186,-0.002562004
187,-0.005410637
188,-0.00216422
189,-0.000583804
190,-0.002949662
191,0.001633732
192,0.003520363
193,0.001913613
194,0.000788919
195,-0.000501282
196,0.000753631
197,-0.003584369
198,-0.000262427
199,0.003039319
200,0.000526186
201,-0.001589256
202,-0.00193542
203,0.003458626
204,0.000157008
205,-0.001953363
206,0.000265784
207,-0.000558051
208,-0.001557992
209,-0.000158217
210,-0.006158018
211,-0.007194942
212,0.002322699
213,0.00347166
214,-0.001421558
215,7.31E-05
216,0.004192797
217,-0.000470252
218,0.000478475
219,0.00278564
220,-0.000802819
221,0.001823425
222,0.000699184
223,-0.004591281
224,0.003854962
225,0.007381944
226,0.00549702
227,0.00757919
228,0.004448428
229,0.002880843
230,0.002837223
231,0.001957198
232,-0.000356015
233,0.00260405
234,0.002322083
235,0.005125777
236,0.004347448
237,-0.001417458
238,0.00165682
239,0.001026435
240,-0.005487534
241,-0.003421606
242,0.000376442
243,-0.002411883
244,-0.000619652
245,-0.003633505
246,0.002253852
247,0.002885228
248,-0.003173242
249,-0.003088443
250,-0.006753071
251,0.006623477
252,0.01031778
253,0.004539199
254,-0.001603602
255,-0.01095803
256,-0.003382577
257,0.00348841
258,0.01238556
259,0.01043725
260,0.001388392
261,-0.000715162
262,-0.000496974
263,-0.00102157
264,-0.007475138
265,-0.006820921
266,-0.007672515
267,-0.005829822
268,-0.005097199
269,-0.00654202
270,-0.007676186
271,-0.007116565
272,0.005009282
273,7.58E-05
274,-0.005675966
275,-0.002171722
276,-0.003183899
277,-0.001099226
278,-0.003253089
279,0.009053939
280,0.009587409
281,0.000237525
282,-5.97E-05
283,7.62E-06
284,0.000621277
285,-0.005828028
286,-0.000644946
287,0.001579038
288,0.005883012
289,0.006915714
290,0.004097367
291,0.001022873
292,-0.006086848
293,-0.004472937
294,-0.005948458
295,-0.001497824
296,-0.000716548
297,-0.006855501
298,-0.003293315
299,-0.001486078
300,-0.009441755
301,0.001593764
302,0.01301175
303,0.001800664
304,0.0015389
305,0.006096139
306,0.006266716
307,0.008792617
308,0.007238405
309,0.005852918
310,0.00880808
311,0.006545829
312,-0.002705383
313,-0.005921029
314,-0.006957895
315,-0.007173772
316,-0.00127554
317,-0.002078091
318,-0.001483335
319,0.000798625
320,0.001113273
321,0.000742875
322,-0.00151818
323,3.58E-05
324,0.001154695
325,0.000161471
326,0.000470404
327,0.002125956
328,0.004478124
329,0.007847021
330,0.005667513
331,-0.00131452
332,0.001955104
333,0.003523233
334,-0.003188916
335,-0.003425215
336,-0.002869015
337,-0.002963014
338,-0.00251207
339,-0.002472344
340,-0.004091877
341,-0.006433317
342,-0.003625685
343,0.003912995
344,0.003073756
345,0.01010677
346,0.01413467
347,0.007144845
348,0.01422294
349,0.002190405
350,-0.02385226
351,-0.03257123
352,-0.01965309
353,-0.01225709
354,-0.01277032
355,-0.005777232
356,-0.004762589
357,0.003120768
358,0.007842077
359,0.008114978
360,0.01300816
361,0.01761982
362,0.01509931
363,0.01011931
364,0.01191004
365,-0.01420108
366,-0.02438734
367,-0.009339407
368,-0.001001988
369,0.01364481
370,0.01266247
371,0.009470124
372,0.002756485
373,-0.001289367
374,-0.008595289
375,-0.01535757
376,-0.007265896
377,0.002512597
378,0.00530128
379,0.000345249
380,0.001088073
381,-0.001323027
382,-0.007634467
383,-0.01198402
384,-0.000248323
385,0.006885008
386,0.001331907
387,0.006424732
388,0.002685662
389,0.001682105
390,0.000548912
391,-0.003337841
392,0.002124703
393,0.008739231
394,0.01123723
395,-0.003221821
396,-0.003514415
397,0.002159445
398,-0.00198563
399,0.000725052
400,-0.000934828
401,-0.002099601
402,0.001099328
403,0.003038697
404,0.008971104
405,0.007476719
406,0.0014449
407,-0.000113948
408,-0.001942097
409,0.001004118
410,-0.001191082
411,-0.004492112
412,-0.005819831
413,-0.004116183
414,-0.001891373
415,-0.004866547
416,-0.002126348
417,-0.000816363
418,-0.003393521
419,-0.003018052
420,-0.006134448
421,0.003017684
422,0.002486017
423,-0.000600855
424,0.004157271
425,-0.001696359
426,0.002025756
427,-7.83E-05
428,0.000749872
429,0.002681283
430,0.002610179
431,-0.001595076
432,-0.009385383
433,-0.000554462
434,0.007411693
435,0.00333241
436,-0.003487898
437,-0.002963702
438,0.005703062
439,0.0118173
440,-0.002516404
441,-0.01899172
442,-0.009178791
443,-0.002988342
444,-0.00543662
445,0.003995195
446,0.01463964
447,0.01360617
448,0.008292262
449,0.008760066
450,0.001928703
451,-0.007734895
452,-0.005047751
453,0.000783349
454,0.007060226
455,0.007767117
456,0.006442219
457,0.005025606
458,-0.008465492
459,-0.01020767
460,-0.004669685
461,-0.00494156
462,0.00219888
463,-0.002014008
464,-0.01001777
465,0.000897237
466,0.007206563
467,0.005574565
468,0.000878678
469,-0.001468761
470,-0.005781615
471,-0.01251596
472,-0.0094861
473,-0.01212109
474,-0.007385724
475,0.001292556
476,0.006810932
477,0.01107489
478,0.002270461
479,-0.001586425
480,-0.004456103
481,0.008050736
482,0.01069996
483,-0.000415007
484,0.004034893
485,-0.003348274
486,0.000911102
487,0.001209812
488,-0.00210359
489,0.000814969
490,-0.005278334
491,-0.004548098
492,0.000455239
493,0.003996117
494,0.009050144
495,0.00824848
496,-0.001952438
497,-0.000473132
498,0.002974706
499,0.001853831
500,0.007624837
501,0.01025422
502,0.005369855
503,-0.01603426
504,-0.03765402
505,-0.02625102
506,-0.01391251
507,-0.00611232
508,0.00714411
509,0.007567984
510,-0.005429981
511,-0.01426805
512,-0.01015315
513,-0.01174783
514,-0.008146279
515,0.002635656
516,0.02799523
517,0.04972795
518,0.04156177
519,0.02455149
520,0.004089948
521,-0.01741031
522,-0.01094219
523,0.02037202
524,0.02586948
525,0.03566656
526,0.03207192
527,0.003423644
528,-0.02113023
529,-0.02638343
530,-0.01426543
531,-0.01715065
532,-0.02664648
533,-0.02996452
534,-0.03227491
535,-0.03455597
536,-0.009228339
537,0.01010544
538,0.01604633
